,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32900,,RICARDO COSLOP 34470060801,352,TRANSFERENCIA DE ARQUIVOS,PIX C/C,1/17/2022,1/17/2022,1/17/2022,4509.34,0,0,0,0,4509.34,N.F. NO. 352                            - SERVIÇO DE MOTO FRETE DEZEMBRO,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32900,,RICARDO COSLOP 34470060801,353,TRANSFERENCIA DE ARQUIVOS,PIX C/C,1/17/2022,1/17/2022,1/17/2022,1102.00,0,0,0,0,1102.00,N.F. NO. 353                           ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,ESTABILIS CLOUD TECNOLOGIA LTDA ,6949,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/17/2022,1/17/2022,1/17/2022,364.82,0,0,0,0,364.82,N.F. NO. 6949                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA,1802273,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/17/2022,1/17/2022,1/17/2022,416.78,0,0,0,0,416.78,N.F. NO. 1802273                       ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,BOA VISTA SERVIÇOS S.A,193737,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/17/2022,1/17/2022,1/17/2022,706.01,0,0,0,0,706.01,N.F. NO. 193737                         - PRESTAÇAO DE SERVIÇO DE FORNECIMENTO DE DADOS CADASTRAIS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,INOVTI SOLUCOES EM INFORMATICA LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/17/2022,1/17/2022,1/17/2022,13778.33,0,0,0,0,13778.33,LICENÇAS PLATAFORMA 365 - 88 OFFICES STANDARD 24 PROJECTS 80 OFFICES BASIC 1 VISIO 1 POWER BI PRO,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,TELEFONICA BRASIL S A (VIVO),233236465,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/17/2022,1/17/2022,1/17/2022,2970.41,0,0,0,0,2970.41,N.F. NO. 233236465                      - REF LINK INTERNET DEDICADA 20 MB,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32899,,SUL AMERICA SEGUROS DE VIDA E PREVIDENCIA S/A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/17/2022,1/17/2022,1/17/2022,520.99,0,0,0,0,520.99,PGTO. SEGURO DE VIDA FUNCIONÁRIOS - CRY,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32899,,SUL AMERICA SEGUROS DE VIDA E PREVIDENCIA S/A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/17/2022,1/17/2022,1/17/2022,78.64,0,0,0,0,78.64,PGTO. SEGURO DE VIDA PJ'S - CRY,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,CARLOS LOPES E ELISABETE LOPES SOCIEDADE DE ADVOGADOS,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,1/18/2022,1/18/2022,1/18/2022,227.00,0,0,0,0,227.00,REEMBOLSO JURIDICO ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,TELEFONICA BRASIL S A (VIVO),235146469,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/18/2022,1/18/2022,1/18/2022,88.22,0,0,0,0,88.22,N.F. NO. 235146469                      - PAGAMENTO CONTA SLA DR RICARDO,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32831,,BANCO ITAUCARD S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/18/2022,1/18/2022,1/18/2022,951.84,0,0,0,0,951.84,CARTAO CORPORATIVO - NUMERO FINAL 7683,CARTÃO CORPORATIVO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,CARLOS LOPES E ELISABETE LOPES SOCIEDADE DE ADVOGADOS,614,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,1/18/2022,1/18/2022,1/18/2022,6752.48,0,0,0,0,6752.48,N.F. NO. 614                           ,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,BERKLEY INTERNATIONAL DO BRASIL SEGUROS S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/19/2022,1/19/2022,1/19/2022,15856.78,0,0,0,0,15856.78,SEGURO RC PROFISSIONAL 03/04 ,SEGUROS DIVERSOS ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000304,,FOLHA DE PAGAMENTO,,BORDERO, ,1/19/2022,1/19/2022,1/19/2022,88537.00,0,0,0,0,88537.00,PGTO. ADIANTAMENTO REF. À JAN/21 FUNC - CRY,PESSOAL - ADIANTAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,ITEC SOLUÇÕES LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/20/2022,1/20/2022,1/20/2022,461.20,0,0,0,0,461.20,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA SAMSUNG M4080",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,REIS OFFICE PRODUCTS SERVICOS LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/20/2022,1/20/2022,1/20/2022,3941.64,0,0,0,0,3941.64,"MANUTENÇAO, LOCAÇAO E SUPRIMENTOS CANON ADV C3530",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,MAGAZINE LUIZA S/A 0001-21,99889,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/20/2022,1/20/2022,1/20/2022,3537.00,0,0,0,0,3537.00,DOCTO.LIB. No. 99889 - 3 CELULARES SAMSUING A12 - ENGENHARIA,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,34642,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,494.63,0,0,0,0,494.63,PCC -  N.F.: 34642 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000364,,INSTITUTO NACIONAL DO SEGURO SOCIAL,34797,BORDERO, ,1/20/2022,1/20/2022,1/20/2022,936.08,0,0,0,0,936.08,INSS -  N.F.: 34797 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,34797,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,106.37,0,0,0,0,106.37,IRRF -  N.F.: 34797 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,ALERTE MAIS SISTEMAS DE INFORMÇAO LTDA ME,17771,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/20/2022,1/20/2022,1/20/2022,130.00,0,0,0,0,130.00,N.F. NO. 17771                          - SERVIÇO RECORTE DOS DIARIOS OFICIAIS,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,496,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,58.08,0,0,0,0,58.08,IRRF -  N.F.: 496 - SFB CONSULTORIA CONTABIL E FISCAL LTDA,AUDITORIA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,ARQUIVEI SERVIÇOS ON LINE LTDA,247139,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/20/2022,1/20/2022,1/20/2022,620.70,0,0,0,0,620.70,DOCTO.LIB. No. 247139 - MENSALIDADE REF ANEXO NOTA SISTEMA SBS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,410446,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/20/2022,1/20/2022,1/20/2022,808.95,0,0,0,0,808.95,"N.F. NO. 410446                         - PAGAMENTO REF SUPORTE TECNICO, MANUTENÇAO E OUTROS SERVIÇOS EM TECNOLOGIA D",SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,410446,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,12.93,0,0,0,0,12.93,IRRF -  N.F.: 410446 - SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,21500,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,17.70,0,0,0,0,17.70,IRRF -  N.F.: 21500 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,21500,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,54.88,0,0,0,0,54.88,PCC -  N.F.: 21500 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,1786704,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,19.44,0,0,0,0,19.44,PCC -  N.F.: 1786704 - SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,407174,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,40.08,0,0,0,0,40.08,PCC -  N.F.: 407174 - SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,180993,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,11.94,0,0,0,0,11.94,IRRF -  N.F.: 180993 - BOA VISTA SERVIÇOS S.A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,180993,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,37.03,0,0,0,0,37.03,PCC -  N.F.: 180993 - BOA VISTA SERVIÇOS S.A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000363,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,BORDERO, ,1/20/2022,1/20/2022,1/20/2022,94917.90,0,0,0,0,94917.90,PGTO. INSS SOBRE FOLHA REF. À DEZ/21 - CRY,PESSOAL - INSS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,2112,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,46.50,0,0,0,0,46.50,PCC -  N.F.: 2112 - LUQUE CURSOS LTDA ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,608,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,260.40,0,0,0,0,260.40,PCC -  N.F.: 608 - FABIOLA RODRIGUES OLIVEIRA ME,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,47,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,280.52,0,0,0,0,280.52,IRRF -  N.F.: 47 - GLOBAL TALENT SOLUÇAO EM RECRUTAMENTO LTDA,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32881,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,35547,TRANSFERENCIA DE ARQUIVOS,DARF,1/20/2022,1/20/2022,1/20/2022,10.23,0,0,0,0,10.23,PCC -  N.F.: 35547 - LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000277,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,BORDERO, ,1/20/2022,1/20/2022,1/20/2022,76905.13,0,0,0,0,76905.13,PGTO. IRRF SOBRE FOLHA REF. À DEZ/2021 - CRY,PESSOAL - IRPF
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,3996,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/20/2022,1/20/2022,1/20/2022,926.07,0,0,0,0,926.07,DOCTO.LIB. No. 3996 - PGTO. SECONCI SOBRE 13º SALÁRIO FUNC - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32880,,BRASFILTER IND COM LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/21/2022,1/21/2022,1/21/2022,79.60,0,0,0,0,79.60,MANUTENÇAO BRASFILTER INDUSTRIA,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000399,,LAWRENCE EDITORA LTDA ME,1190,BORDERO, ,1/24/2022,1/24/2022,1/24/2022,3600.00,0,36,0,0,3636.00,N.F. NO. 1190                          ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,TELEFONICA BRASIL S A (VIVO),,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/24/2022,1/24/2022,1/24/2022,163.25,0,0,0,0,163.25,CONTA CEL DR RENATO GENIOLI,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32943,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,TRANSFERENCIA DE ARQUIVOS,DARF,1/24/2022,1/24/2022,1/24/2022,1019.06,0,0,0,0,1019.06,PIS 12/2021,(-) PIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32943,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,TRANSFERENCIA DE ARQUIVOS,DARF,1/24/2022,1/24/2022,1/24/2022,4703.34,0,0,0,0,4703.34,COFINS 12-2021,(-) COFINS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,SENIOR SISTEMAS S/A,35824,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/24/2022,1/24/2022,1/24/2022,1107.65,0,0,0,0,1107.65,N.F. NO. 35824                          - PAGAMENTO REF CONTRATO DE MANUTENÇAO MEGA EMPRESARIAL ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,CLARO NXT TELECOMUNICACOES S/A,26012099,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/24/2022,1/24/2022,1/24/2022,342.79,0,0,0,0,342.79,N.F. NO. 26012099                       - PACOTE INTERNET TV DIGITAL 9 ANDAR,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,430271,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/24/2022,1/24/2022,1/24/2022,784.81,0,0,0,0,784.81,N.F. NO. 430271                         - PLATAFORMA CONTRATOS,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,430263,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/24/2022,1/24/2022,1/24/2022,78.48,0,0,0,0,78.48,N.F. NO. 430263                         - PLATAFORMA CONTRATOS ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000560,,TRIBUNAL DE JUSTICA SAO PAULO,,BORDERO, ,1/24/2022,1/24/2022,1/24/2022,75.08,0,0,0,0,75.08,CUSTAS CITAÇAO POSTAL PROCESSO CONSTRUTORA R YAZBEK X MARQUES JUNIOR EDITORA ME ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32925,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,59259,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/24/2022,1/24/2022,1/24/2022,520.00,0,0,0,0,520.00,DOCTO.LIB. No. 59259 - PGTO. TREINAMENTO NR35 FUNCIONÁRIOS  - CRY,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32959,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,124,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/24/2022,1/24/2022,1/24/2022,52070.34,0,0,0,0,52070.34,DOCTO.LIB. No. 124 - PGTO. VALE REFEIÇÃO FUNCIONÁRIOS - CRY,PESSOAL - VALE REFEIÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32959,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,25,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/24/2022,1/24/2022,1/24/2022,4193.04,0,0,0,0,4193.04,DOCTO.LIB. No. 25 - PGTO. VR AUTOVFUNCIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32959,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,777,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/24/2022,1/24/2022,1/24/2022,8270.17,0,0,0,0,8270.17,DOCTO.LIB. No. 777 - PGTO. VALE TRANSPORTE FUNVIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32967,,DOARE SERVIÇOS FINANCEIROS LTDA ME,2416,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/25/2022,1/25/2022,1/25/2022,530.00,0,0,0,0,530.00,N.F. NO. 2416                           - PAGAMENTO REF PLATAFORMA DE DOACOES,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32967,,DOARE SERVIÇOS FINANCEIROS LTDA ME,2288,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/25/2022,1/25/2022,1/25/2022,530.00,0,0,0,0,530.00,N.F. NO. 2288                           - PLATAFORMA DE DOAÇOES,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32969,,CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DO ESTADO DE SAO,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/25/2022,1/25/2022,1/25/2022,6910.29,0,0,0,0,6910.29,"ANUIDADE PESSOA JURIDICA EXERCICIO FAIXA 6 2022 2.947,52ANUIDADE PESSOA JURIDICA EXERCICIO FAIXA 1 2021 3.962,77",ANUALIDADES - CREA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32985,,TELEFONICA BRASIL S A (VIVO),234704025,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/26/2022,1/26/2022,1/26/2022,1593.97,0,0,0,0,1593.97,N.F. NO. 234704025                      - REF TELEFONIA FIXA,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32985,,SUL AMERICA COMPANHIA DE SEGURO SAUDE,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/26/2022,1/26/2022,1/26/2022,1475.12,0,0,0,0,1475.12,PGTO. PLANO ODONTOLÓGICO FUNCIONÁRIOS - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32982,,M SICCO CONSULTORIA E CORRETAGEM DE SEGUROS EIRELI ,201,TRANSFERENCIA DE ARQUIVOS,PIX - CHAVE,1/26/2022,1/26/2022,1/26/2022,1144.95,0,0,0,0,1144.95,N.F. NO. 201                           ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,33015,,DELL COMPUTADORES DO BRASIL LTDA,691433,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/27/2022,1/27/2022,1/27/2022,2824.78,0,0,0,0,2824.78,DOCTO.LIB. No. 691433 - 3 MONITORES DELL 22 POLEGADAS,HARDWARE - AQUISIÇÃO E MAN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32960,,TELEFONICA BRASIL S/A,,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,1/28/2022,1/28/2022,1/28/2022,661.26,0,0,0,0,661.26,6 LINHAS 4 G,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022000409,,KLINSMAN FRANCA SANTANA 41570419841 ,77,BORDERO, ,1/28/2022,1/28/2022,1/28/2022,910.00,0,0,0,0,910.00,N.F. NO. 77                             - IMAGENS ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,STA GEMMA FLORICULTURA LTDA ME,2491,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,21615.00,0,0,0,0,21615.00,N.F. NO. 2491                          ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32996,,BSSG MANUTENCAO EM SISTEMAS DE SEGURANCA LTDA ME,1113,TRANSFERENCIA DE ARQUIVOS,PIX C/C,1/31/2022,1/31/2022,1/31/2022,496.00,0,0,0,0,496.00,N.F. NO. 1113                          ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,COPIAS & SERVICOS PINHEIROS LTDA,73210,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,1420.18,0,0,0,0,1420.18,N.F. NO. 73210                         ,COPIADORAS E GRÁFICAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,CONSDOC PROCESSAMENTO DE DADOS LTDA,39405,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,2954.50,0,0,0,0,2954.50,N.F. NO. 39405                         ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,CONSDOC PROCESSAMENTO DE DADOS LTDA,39404,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,4815.00,0,0,0,0,4815.00,N.F. NO. 39404                         ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,NEOCODE SOFTWARE LTDA ME ,1606,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/31/2022,1/31/2022,1/31/2022,506.00,0,0,0,0,506.00,N.F. NO. 1606                           - ASSINATURA NEOCODE ACTIVITIES,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,F5 SOFTWARE LTDA,933,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,3380.00,0,0,0,0,3380.00,N.F. NO. 933                           ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,FUNDACAO CARLOS ALBERTO VANZOLINI,284539,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,1/31/2022,1/31/2022,1/31/2022,1578.75,0,0,0,0,1578.75,N.F. NO. 284539                        ,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,32995,,CONSDOC PROCESSAMENTO DE DADOS LTDA,39330,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,1/31/2022,1/31/2022,1/31/2022,568.25,0,0,0,0,568.25,N.F. NO. 39330                         ,PROGRAMA DE QUALIDADE
